ROUTE BETWEEN STATES,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
Maryland -> Georgia,69244.0,9.994803695150116,0.0,995.0,2740.0,0.39549653579676675,0.0,334.0,21903.0,3.161518475750577,0.0,995.0,20974.0,3.0274249422632793,0.0,480.0,142.0,0.020496535796766743,0.0,51.0,23485.0,3.3898672055427252,0.0,493.0
North Dakota -> Colorado,69071.0,24.46723343960326,0.0,1257.0,3861.0,1.3676939426142403,0.0,500.0,25553.0,9.051718030464045,0.0,1256.0,15253.0,5.403117251151258,0.0,260.0,134.0,0.04746723343960326,0.0,64.0,24270.0,8.597236981934113,0.0,779.0
Virginia -> Minnesota,69016.0,12.5529283375773,0.0,1222.0,6093.0,1.108221171335031,0.0,1049.0,21335.0,3.8805020007275375,0.0,1168.0,13855.0,2.520007275372863,0.0,392.0,179.0,0.03255729356129502,0.0,120.0,27554.0,5.011640596580575,0.0,1222.0
Michigan -> North Carolina,68843.0,9.624353418146232,0.0,1376.0,4902.0,0.6853068642527611,0.0,782.0,27244.0,3.8087515727666714,0.0,1311.0,13804.0,1.9298196560883545,0.0,589.0,37.0,0.005172654830141199,0.0,19.0,22856.0,3.1953026702083043,0.0,557.0
Georgia -> Kentucky,68651.0,8.147519582245431,0.0,1140.0,3342.0,0.396629480180394,0.0,327.0,34115.0,4.048777593164016,0.0,1110.0,7580.0,0.89959648706385,0.0,233.0,103.0,0.012224068359838594,0.0,62.0,23511.0,2.790291953477332,0.0,432.0
Montana -> Colorado,68563.0,14.681584582441113,0.0,1436.0,2273.0,0.4867237687366167,0.0,314.0,21112.0,4.520770877944326,0.0,1418.0,21478.0,4.599143468950749,0.0,297.0,0.0,0.0,0.0,0.0,23700.0,5.074946466809422,0.0,831.0
Colorado -> Montana,68477.0,14.65689212328767,0.0,1111.0,8364.0,1.7902397260273972,0.0,1111.0,19332.0,4.137842465753424,0.0,796.0,10125.0,2.167166095890411,0.0,602.0,0.0,0.0,0.0,0.0,30656.0,6.561643835616438,0.0,742.0
Minnesota -> Virginia,68133.0,12.390070921985815,0.0,1220.0,6557.0,1.1923986179305328,0.0,1196.0,19710.0,3.5842880523731586,0.0,1220.0,18871.0,3.431714857246772,0.0,1071.0,93.0,0.01691216584833606,0.0,47.0,22902.0,4.164757228587016,0.0,410.0
Wisconsin -> New York,68005.0,22.216595883698137,0.0,1234.0,6412.0,2.094740280953937,0.0,751.0,12343.0,4.03234237177393,0.0,833.0,26861.0,8.775236850702385,0.0,1005.0,0.0,0.0,0.0,0.0,22389.0,7.314276380267886,0.0,473.0
Illinois -> Utah,67708.0,16.469958647531016,0.0,997.0,6133.0,1.4918511311116516,0.0,922.0,22616.0,5.501337873996595,0.0,969.0,11326.0,2.7550474337144246,0.0,766.0,50.0,0.012162490878131841,0.0,29.0,27583.0,6.709559717830212,0.0,412.0
Alaska -> Washington,67575.0,5.611609367214748,0.0,1248.0,1552.0,0.12888224547417373,0.0,701.0,23835.0,1.9793223716990533,0.0,1244.0,14972.0,1.2433150639428667,0.0,114.0,437.0,0.03628965288158113,0.0,68.0,26779.0,2.2238000332170738,0.0,383.0
Montana -> Utah,67507.0,8.881331403762664,0.0,1366.0,9080.0,1.1945796605709775,0.0,1179.0,23764.0,3.126430732798316,0.0,1366.0,10005.0,1.3162741744507302,0.0,131.0,19.0,0.0024996710959084333,0.0,19.0,24639.0,3.2415471648467307,0.0,1315.0
Illinois -> Arkansas,67324.0,15.59870250231696,0.0,850.0,3858.0,0.8938832252085264,0.0,233.0,19111.0,4.427942539388322,0.0,835.0,17168.0,3.9777571825764597,0.0,261.0,0.0,0.0,0.0,0.0,27187.0,6.299119555143651,0.0,255.0
Georgia -> Ohio,67296.0,6.703456519573662,0.0,792.0,4713.0,0.4694690706245642,0.0,792.0,30936.0,3.081581830859647,0.0,460.0,6061.0,0.603745392967427,0.0,177.0,0.0,0.0,0.0,0.0,25586.0,2.548660225122024,0.0,267.0
Colorado -> Wyoming,67163.0,18.078869448183042,0.0,1125.0,10313.0,2.776043068640646,0.0,788.0,27586.0,7.42557200538358,0.0,1125.0,5845.0,1.5733512786002692,0.0,95.0,94.0,0.025302826379542395,0.0,94.0,23325.0,6.278600269179004,0.0,831.0
Michigan -> Indiana,66851.0,11.863531499556345,0.0,1099.0,14953.0,2.6535936113575866,0.0,1099.0,24159.0,4.287311446317657,0.0,670.0,5540.0,0.9831410825199645,0.0,135.0,196.0,0.034782608695652174,0.0,96.0,22003.0,3.9047027506654834,0.0,339.0
New York -> Wisconsin,66452.0,21.695070192621614,0.0,1049.0,3655.0,1.1932745674175644,0.0,851.0,13481.0,4.401240613777342,0.0,1001.0,13066.0,4.265752530199151,0.0,902.0,30.0,0.009794319294809012,0.0,30.0,36220.0,11.825008161932745,0.0,365.0
New Jersey -> Minnesota,66416.0,18.75098814229249,0.0,1174.0,2194.0,0.6194240542066629,0.0,242.0,17204.0,4.857142857142857,0.0,1174.0,13754.0,3.883116883116883,0.0,843.0,13.0,0.0036702428006775835,0.0,13.0,33251.0,9.387634105025409,0.0,1061.0
Puerto Rico -> New York,65444.0,17.007276507276508,0.0,1159.0,17.0,0.004417879417879418,0.0,17.0,20861.0,5.421257796257796,0.0,1014.0,6724.0,1.7474012474012475,0.0,498.0,44.0,0.011434511434511435,0.0,16.0,37798.0,9.822765072765073,0.0,548.0
North Carolina -> Missouri,65314.0,11.22233676975945,0.0,1005.0,5318.0,0.9137457044673539,0.0,822.0,20651.0,3.5482817869415806,0.0,903.0,8536.0,1.4666666666666666,0.0,105.0,142.0,0.024398625429553265,0.0,56.0,30667.0,5.2692439862542955,0.0,828.0
Virginia -> Colorado,65300.0,10.31106900363177,0.0,1013.0,4154.0,0.655929259434707,0.0,382.0,17377.0,2.7438812569082582,0.0,1013.0,20498.0,3.2366966682456972,0.0,375.0,25.0,0.003947576188220433,0.0,17.0,23246.0,3.670614242854887,0.0,433.0
New Jersey -> Missouri,65131.0,21.46704021094265,0.0,952.0,2941.0,0.9693473961766644,0.0,658.0,16571.0,5.461766644693474,0.0,544.0,15559.0,5.128213579433091,0.0,952.0,11.0,0.0036255767963085037,0.0,11.0,30049.0,9.904087013843112,0.0,349.0
South Dakota -> Minnesota,65053.0,14.46908362989324,0.0,1321.0,17440.0,3.8790035587188614,0.0,1273.0,15563.0,3.4615213523131674,0.0,1026.0,9287.0,2.0656138790035588,0.0,680.0,51.0,0.011343416370106761,0.0,25.0,22712.0,5.051601423487544,0.0,1139.0
Wyoming -> Colorado,64898.0,17.473882606354334,0.0,1510.0,4180.0,1.1254711900915455,0.0,435.0,19085.0,5.138664512654819,0.0,1415.0,19890.0,5.355411954765751,0.0,1175.0,62.0,0.01669359181475498,0.0,36.0,21681.0,5.837641357027463,0.0,1240.0
New York -> New Jersey,64822.0,29.68040293040293,0.0,1193.0,444.0,0.2032967032967033,0.0,245.0,16194.0,7.414835164835165,0.0,1180.0,29350.0,13.438644688644688,0.0,871.0,0.0,0.0,0.0,0.0,18834.0,8.623626373626374,0.0,955.0
Tennessee -> California,64714.0,12.947979191676671,0.0,1060.0,1299.0,0.25990396158463386,0.0,162.0,22942.0,4.590236094437775,0.0,1018.0,18474.0,3.6962785114045618,0.0,287.0,96.0,0.01920768307322929,0.0,21.0,21903.0,4.382352941176471,0.0,605.0
North Carolina -> Colorado,64431.0,13.317693261678379,0.0,717.0,2733.0,0.5649028524183547,0.0,233.0,19372.0,4.004133939644481,0.0,693.0,15919.0,3.290409260024804,0.0,344.0,174.0,0.03596527490698636,0.0,72.0,26233.0,5.422281934683753,0.0,658.0
North Carolina -> Michigan,64400.0,9.008252902503846,0.0,926.0,2569.0,0.3593509581759687,0.0,170.0,22274.0,3.1156805147573086,0.0,926.0,10579.0,1.4797873828507484,0.0,423.0,159.0,0.022240872849349558,0.0,66.0,28819.0,4.031193173870472,0.0,693.0
Colorado -> Tennessee,63319.0,13.378195647580815,0.0,1227.0,2539.0,0.5364462286076485,0.0,435.0,22868.0,4.83160785970843,0.0,1145.0,11212.0,2.3688992182548065,0.0,721.0,23.0,0.004859497147686457,0.0,23.0,26677.0,5.636382843862243,0.0,1227.0
Massachusetts -> Michigan,63093.0,17.019962233612084,0.0,1144.0,4171.0,1.1251685999460481,0.0,830.0,20334.0,5.485298084704613,0.0,1144.0,13124.0,3.540329107094686,0.0,402.0,142.0,0.03830590774210952,0.0,58.0,25322.0,6.830860534124629,0.0,474.0
New York -> Maryland,62760.0,8.066838046272494,0.0,590.0,1972.0,0.2534704370179949,0.0,217.0,17037.0,2.189845758354756,0.0,470.0,14309.0,1.8392030848329048,0.0,555.0,109.0,0.014010282776349614,0.0,53.0,29333.0,3.7703084832904885,0.0,412.0
South Carolina -> Illinois,62313.0,17.00218281036835,0.0,1161.0,1687.0,0.46030013642564804,0.0,351.0,13093.0,3.572442019099591,0.0,1044.0,25818.0,7.044474761255116,0.0,1161.0,6.0,0.0016371077762619372,0.0,6.0,21709.0,5.923328785811733,0.0,915.0
Arizona -> New Jersey,62268.0,24.390129259694476,0.0,726.0,1233.0,0.48296122209165687,0.0,329.0,11474.0,4.494320407363886,0.0,679.0,38189.0,14.958480219349784,0.0,378.0,1.0,3.916960438699569E-4,0.0,1.0,11371.0,4.45397571484528,0.0,537.0
South Dakota -> Colorado,62241.0,19.910748560460654,0.0,915.0,4795.0,1.533909149072297,0.0,809.0,16161.0,5.169865642994242,0.0,899.0,16754.0,5.3595649392194495,0.0,425.0,19.0,0.006078055022392835,0.0,11.0,24512.0,7.841330774152271,0.0,678.0
New Jersey -> Kentucky,62162.0,23.031493145609485,0.0,923.0,1779.0,0.6591330122267507,0.0,241.0,13848.0,5.130789181178214,0.0,877.0,11240.0,4.164505372360133,0.0,305.0,141.0,0.05224157095220452,0.0,87.0,35154.0,13.024824008892182,0.0,304.0
Maryland -> California,62027.0,11.953555598381191,0.0,836.0,3583.0,0.6904991327808826,0.0,261.0,27848.0,5.366737328965119,0.0,836.0,16712.0,3.220659086529196,0.0,292.0,249.0,0.04798612449412218,0.0,52.0,13635.0,2.6276739256118713,0.0,759.0
Michigan -> Georgia,61954.0,7.453561116458133,0.0,731.0,4274.0,0.5141963426371511,0.0,689.0,24569.0,2.955846968238691,0.0,731.0,14829.0,1.7840471607314725,0.0,176.0,0.0,0.0,0.0,0.0,18282.0,2.199470644850818,0.0,620.0
Illinois -> Kansas,61338.0,18.683521169661894,0.0,877.0,2901.0,0.883643009442583,0.0,250.0,20365.0,6.203167834297898,0.0,877.0,14217.0,4.330490405117271,0.0,144.0,0.0,0.0,0.0,0.0,23855.0,7.266219920804143,0.0,312.0
Utah -> Arizona,61314.0,8.998238919870854,0.0,1532.0,3172.0,0.46551218080422657,0.0,464.0,23331.0,3.4239800410918697,0.0,1460.0,7747.0,1.136923980041092,0.0,99.0,37.0,0.005429997064866451,0.0,15.0,27027.0,3.9663927208687997,0.0,1495.0
Colorado -> North Dakota,61276.0,21.721375398794752,0.0,1013.0,4673.0,1.6565047855370436,0.0,708.0,27141.0,9.621056362991848,0.0,1013.0,8103.0,2.8723856788372917,0.0,684.0,15.0,0.005317263381779511,0.0,15.0,21344.0,7.566111308046792,0.0,301.0
New York -> Puerto Rico,61077.0,15.876527164023916,0.0,900.0,2370.0,0.6160644658175202,0.0,349.0,27289.0,7.093579412529244,0.0,900.0,12698.0,3.3007538341564855,0.0,533.0,291.0,0.07564335846113855,0.0,89.0,18429.0,4.790486093059527,0.0,341.0
Colorado -> Massachusetts,61025.0,18.060076945841963,0.0,1007.0,3536.0,1.0464634507250665,0.0,675.0,13427.0,3.9736608464042615,0.0,645.0,19837.0,5.870671796389464,0.0,531.0,19.0,0.0056229653743711154,0.0,19.0,24206.0,7.163657886948801,0.0,386.0
New Jersey -> South Carolina,60896.0,20.2312292358804,0.0,815.0,2409.0,0.8003322259136213,0.0,438.0,18481.0,6.139867109634552,0.0,815.0,13018.0,4.324916943521595,0.0,805.0,54.0,0.017940199335548173,0.0,23.0,26934.0,8.948172757475083,0.0,601.0
Colorado -> Pennsylvania,60859.0,13.479291251384275,0.0,988.0,3014.0,0.6675526024363234,0.0,228.0,20939.0,4.63765227021041,0.0,988.0,13110.0,2.903654485049834,0.0,274.0,0.0,0.0,0.0,0.0,23796.0,5.270431893687707,0.0,605.0
Michigan -> Massachusetts,60458.0,16.309144861073644,0.0,1065.0,5057.0,1.3641758834637172,0.0,885.0,15768.0,4.253574318856218,0.0,1025.0,27023.0,7.289722147288913,0.0,1065.0,0.0,0.0,0.0,0.0,12610.0,3.4016725114647963,0.0,286.0
Arizona -> Utah,60378.0,8.894814378314672,0.0,1495.0,1034.0,0.15232763700648203,0.0,252.0,26700.0,3.9334119033588686,0.0,961.0,6352.0,0.9357690041249264,0.0,223.0,109.0,0.016057748968768416,0.0,44.0,26183.0,3.8572480848556276,0.0,1460.0
Georgia -> Michigan,60140.0,7.235322425409048,0.0,850.0,3660.0,0.4403272377285852,0.0,504.0,27192.0,3.271414821944177,0.0,632.0,10658.0,1.282242540904716,0.0,531.0,160.0,0.019249278152069296,0.0,92.0,18470.0,2.2220885466794997,0.0,850.0
North Carolina -> Louisiana,59479.0,12.86310553633218,0.0,850.0,3862.0,0.8352076124567474,0.0,223.0,22037.0,4.765787197231834,0.0,847.0,7541.0,1.6308391003460208,0.0,114.0,121.0,0.02616782006920415,0.0,34.0,25918.0,5.605103806228374,0.0,846.0
Tennessee -> Pennsylvania,59333.0,10.768239564428312,0.0,522.0,2653.0,0.48148820326678765,0.0,356.0,15045.0,2.7304900181488203,0.0,522.0,12899.0,2.341016333938294,0.0,225.0,27.0,0.004900181488203267,0.0,19.0,28709.0,5.210344827586207,0.0,372.0
Iowa -> Texas,59098.0,15.426259462281388,0.0,1041.0,3926.0,1.0247977029496216,0.0,419.0,11770.0,3.0723048812320544,0.0,851.0,17696.0,4.619159488384234,0.0,905.0,63.0,0.01644479248238058,0.0,23.0,25643.0,6.693552597233098,0.0,877.0
Virginia -> Kentucky,59007.0,14.566033078252284,0.0,1296.0,3963.0,0.9782769686497161,0.0,1055.0,17914.0,4.422117995556652,0.0,743.0,9072.0,2.2394470501110835,0.0,1128.0,32.0,0.007899284127375956,0.0,30.0,28026.0,6.918291779807455,0.0,463.0
Colorado -> Oklahoma,58937.0,13.268122467357047,0.0,1009.0,3198.0,0.719945970283656,0.0,701.0,16992.0,3.825303917154435,0.0,965.0,12511.0,2.8165240882485367,0.0,617.0,85.0,0.019135524538496172,0.0,40.0,26151.0,5.887212967131923,0.0,353.0
Kentucky -> New Jersey,58594.0,24.03363412633306,0.0,1594.0,434.0,0.17801476620180476,0.0,102.0,8217.0,3.370385561936013,0.0,1148.0,38675.0,15.86341263330599,0.0,1516.0,0.0,0.0,0.0,0.0,11268.0,4.621821164889253,0.0,313.0
Ohio -> Pennsylvania,58413.0,12.310432033719705,0.0,918.0,1248.0,0.26301369863013696,0.0,239.0,18157.0,3.8265542676501583,0.0,590.0,17525.0,3.6933614330874605,0.0,333.0,16.0,0.0033719704952581667,0.0,16.0,21467.0,4.524130663856691,0.0,918.0
Georgia -> Maryland,58331.0,8.360470116095744,0.0,503.0,1885.0,0.27017342697434427,0.0,172.0,23944.0,3.4318474989250394,0.0,503.0,12340.0,1.7686684821556542,0.0,468.0,74.0,0.010606277769815107,0.0,26.0,20088.0,2.87917443027089,0.0,468.0
Nebraska -> Texas,57749.0,13.358547305112191,0.0,1516.0,4250.0,0.9831135785334258,0.0,653.0,17322.0,4.006939625260236,0.0,1503.0,10770.0,2.491325468424705,0.0,255.0,1.0,2.313208420078649E-4,0.0,1.0,25406.0,5.876937312051816,0.0,477.0
Hawaii -> Washington,57491.0,10.17719950433705,0.0,1226.0,726.0,0.128518321826872,0.0,128.0,23189.0,4.104974331740131,0.0,1226.0,9772.0,1.7298636926889714,0.0,123.0,594.0,0.1051513542219862,0.0,161.0,23210.0,4.10869180385909,0.0,563.0
Pennsylvania -> Tennessee,57412.0,10.877605153467222,0.0,596.0,1956.0,0.37059492231906027,0.0,221.0,15429.0,2.92326638878363,0.0,402.0,13023.0,2.467411898446381,0.0,246.0,92.0,0.017430845017051912,0.0,71.0,26912.0,5.0989010989010985,0.0,596.0
Missouri -> Virginia,57231.0,10.810540234227428,0.0,1389.0,1250.0,0.23611635814129203,0.0,286.0,22107.0,4.175859463543635,0.0,1389.0,11255.0,2.1259916887041936,0.0,343.0,16.0,0.003022289384208538,0.0,13.0,22603.0,4.269550434454099,0.0,479.0
Colorado -> Michigan,56992.0,13.110651023694501,0.0,786.0,5358.0,1.2325741890959283,0.0,430.0,14664.0,3.37336093857833,0.0,469.0,12795.0,2.943409247757074,0.0,508.0,119.0,0.027375201288244767,0.0,50.0,24056.0,5.5339314469749254,0.0,593.0
Michigan -> Ohio,56773.0,12.390440855521605,0.0,1091.0,5629.0,1.2285028371890003,0.0,842.0,28472.0,6.213880401571366,0.0,1091.0,5402.0,1.1789611523352248,0.0,1056.0,67.0,0.014622435617634221,0.0,67.0,17203.0,3.7544740288083807,0.0,570.0
Louisiana -> New York,56728.0,17.086746987951805,0.0,1043.0,2184.0,0.6578313253012048,0.0,377.0,13855.0,4.173192771084337,0.0,1037.0,19541.0,5.885843373493976,0.0,266.0,76.0,0.02289156626506024,0.0,44.0,21072.0,6.346987951807229,0.0,569.0
Pennsylvania -> Kentucky,56678.0,15.596587782058338,0.0,1048.0,2579.0,0.7096862960924601,0.0,645.0,11819.0,3.252339020363236,0.0,745.0,11960.0,3.2911392405063293,0.0,361.0,62.0,0.0170610897083104,0.0,19.0,30258.0,8.326362135388003,0.0,387.0
Idaho -> Utah,56634.0,7.47544878563886,0.0,1274.0,5238.0,0.6913938753959873,0.0,1005.0,17319.0,2.2860348468849,0.0,1240.0,6293.0,0.830649419218585,0.0,104.0,97.0,0.012803590285110876,0.0,51.0,27687.0,3.6545670538542767,0.0,1243.0
Indiana -> Michigan,56497.0,10.02430801987225,0.0,1093.0,4962.0,0.8804116394606104,0.0,345.0,20729.0,3.6779630943931867,0.0,1093.0,7150.0,1.2686302342086586,0.0,257.0,0.0,0.0,0.0,0.0,23656.0,4.1973030518097945,0.0,350.0
Connecticut -> Virginia,56351.0,14.887978863936592,0.0,1458.0,3294.0,0.8702774108322325,0.0,1068.0,10987.0,2.902774108322325,0.0,1458.0,12109.0,3.199207397622193,0.0,392.0,28.0,0.007397622192866579,0.0,28.0,29933.0,7.908322324966975,0.0,1007.0
Illinois -> Alabama,56343.0,18.198643410852714,0.0,1189.0,4488.0,1.449612403100775,0.0,870.0,19298.0,6.233204134366925,0.0,1180.0,12150.0,3.9244186046511627,0.0,748.0,0.0,0.0,0.0,0.0,20407.0,6.59140826873385,0.0,432.0
Florida -> Arizona,56160.0,12.502226179875334,0.0,1000.0,4858.0,1.0814781834372218,0.0,157.0,18542.0,4.127782724844168,0.0,946.0,8365.0,1.86219946571683,0.0,98.0,502.0,0.11175422974176313,0.0,210.0,23893.0,5.319011576135352,0.0,519.0
Florida -> Rhode Island,55972.0,13.470998796630566,0.0,596.0,1959.0,0.4714801444043321,0.0,321.0,22301.0,5.367268351383875,0.0,440.0,5872.0,1.41323706377858,0.0,198.0,290.0,0.06979542719614922,0.0,237.0,25550.0,6.149217809867629,0.0,491.0
Pennsylvania -> Colorado,55683.0,12.47938144329897,0.0,1435.0,2664.0,0.5970416853428956,0.0,702.0,16916.0,3.7911250560286867,0.0,1435.0,15367.0,3.443971313312416,0.0,264.0,23.0,0.005154639175257732,0.0,20.0,20713.0,4.642088749439713,0.0,466.0
Rhode Island -> Florida,55560.0,13.387951807228916,0.0,767.0,914.0,0.2202409638554217,0.0,340.0,13979.0,3.368433734939759,0.0,767.0,11474.0,2.7648192771084337,0.0,254.0,120.0,0.02891566265060241,0.0,28.0,29073.0,7.005542168674698,0.0,476.0
Pennsylvania -> New Jersey,55517.0,19.898566308243726,0.0,872.0,2002.0,0.717562724014337,0.0,872.0,4063.0,1.4562724014336919,0.0,400.0,31209.0,11.186021505376344,0.0,385.0,0.0,0.0,0.0,0.0,18243.0,6.538709677419355,0.0,527.0
Colorado -> Ohio,55277.0,15.029091897770527,0.0,1083.0,3315.0,0.901305057096248,0.0,282.0,15197.0,4.131865144100054,0.0,618.0,9877.0,2.6854268624252313,0.0,923.0,4.0,0.001087547580206634,0.0,3.0,26884.0,7.309407286568788,0.0,1083.0
Washington -> Washington,55100.0,10.080497621661179,0.0,1454.0,4491.0,0.8216245883644346,0.0,1265.0,14240.0,2.605195755579949,0.0,733.0,12240.0,2.239297475301866,0.0,297.0,99.0,0.018111964873765093,0.0,31.0,24030.0,4.3962678375411635,0.0,1454.0
Nevada -> New York,55029.0,13.202735124760077,0.0,881.0,2390.0,0.5734165067178503,0.0,743.0,19037.0,4.567418426103647,0.0,838.0,15397.0,3.694097888675624,0.0,325.0,0.0,0.0,0.0,0.0,18205.0,4.367802303262956,0.0,662.0
New York -> Indiana,54928.0,16.018664333624965,0.0,949.0,1446.0,0.4216972878390201,0.0,326.0,12905.0,3.763487897346165,0.0,637.0,12951.0,3.7769028871391077,0.0,751.0,0.0,0.0,0.0,0.0,27626.0,8.056576261300672,0.0,359.0
Vermont -> New York,54214.0,19.25896980461812,0.0,1511.0,3293.0,1.169804618117229,0.0,870.0,12662.0,4.498046181172291,0.0,770.0,19549.0,6.944582593250444,0.0,1143.0,0.0,0.0,0.0,0.0,18710.0,6.646536412078153,0.0,1413.0
Colorado -> Wisconsin,53989.0,15.514080459770115,0.0,1040.0,2561.0,0.735919540229885,0.0,369.0,16062.0,4.61551724137931,0.0,1039.0,7999.0,2.2985632183908047,0.0,124.0,30.0,0.008620689655172414,0.0,21.0,27337.0,7.855459770114942,0.0,351.0
Louisiana -> California,53974.0,13.106847984458476,0.0,880.0,1405.0,0.3411850412821758,0.0,217.0,15807.0,3.838513841670714,0.0,739.0,15168.0,3.6833414278776107,0.0,708.0,81.0,0.019669742593491985,0.0,36.0,21513.0,5.224137931034483,0.0,633.0
Alabama -> Illinois,53928.0,18.443228454172367,0.0,1224.0,1216.0,0.4158686730506156,0.0,188.0,11764.0,4.023255813953488,0.0,989.0,19014.0,6.502735978112175,0.0,1218.0,31.0,0.010601915184678522,0.0,19.0,21903.0,7.490766073871409,0.0,598.0
Ohio -> Massachusetts,53653.0,14.833563726845451,0.0,1113.0,1502.0,0.4152612662427426,0.0,220.0,13090.0,3.61902128836052,0.0,1095.0,23424.0,6.476085153442079,0.0,376.0,43.0,0.011888305225324854,0.0,24.0,15594.0,4.311307713574786,0.0,289.0
South Dakota -> Illinois,53642.0,26.437654016757023,0.0,1251.0,4358.0,2.1478560867422374,0.0,1144.0,16031.0,7.900936421882701,0.0,1220.0,13867.0,6.834401182848694,0.0,558.0,49.0,0.024149827501232134,0.0,32.0,19337.0,9.530310497782159,0.0,1128.0
Kentucky -> Virginia,53627.0,13.172930483910587,0.0,693.0,2108.0,0.5178088921640874,0.0,476.0,15966.0,3.9218865143699335,0.0,693.0,9615.0,2.361827560795873,0.0,317.0,124.0,0.030459346597887498,0.0,85.0,25814.0,6.340948169982806,0.0,558.0
California -> Michigan,53490.0,8.299456943366952,0.0,705.0,647.0,0.10038789759503491,0.0,238.0,20991.0,3.2569433669511247,0.0,705.0,10634.0,1.6499612102404966,0.0,320.0,225.0,0.03491078355314197,0.0,75.0,20993.0,3.2572536850271527,0.0,282.0
Kansas -> Colorado,53211.0,21.378465247087185,0.0,1431.0,3662.0,1.4712736038569707,0.0,905.0,13382.0,5.376456408196063,0.0,1414.0,11198.0,4.49899558055444,0.0,1090.0,0.0,0.0,0.0,0.0,24969.0,10.031739654479711,0.0,806.0
New York -> Vermont,53167.0,18.87362442314519,0.0,1377.0,4208.0,1.49378771742989,0.0,1203.0,19227.0,6.825346112886049,0.0,766.0,7294.0,2.5892793752218672,0.0,453.0,6.0,0.002129925452609159,0.0,6.0,22432.0,7.963081292154775,0.0,251.0
Massachusetts -> Ohio,52980.0,14.823726916620034,0.0,1053.0,1382.0,0.38668158925573587,0.0,350.0,19182.0,5.367095691102406,0.0,1053.0,4941.0,1.3824846110800224,0.0,120.0,22.0,0.006155567991046447,0.0,17.0,27453.0,7.681309457190823,0.0,271.0
Tennessee -> Colorado,52429.0,11.14562074829932,0.0,1175.0,1601.0,0.3403486394557823,0.0,244.0,16126.0,3.4281462585034013,0.0,1170.0,16318.0,3.4689625850340136,0.0,338.0,33.0,0.00701530612244898,0.0,25.0,18351.0,3.9011479591836733,0.0,375.0
Puerto Rico -> New Jersey,52405.0,28.809785596481582,0.0,1260.0,87.0,0.04782847718526663,0.0,40.0,14368.0,7.898845519516217,0.0,1247.0,5926.0,3.25783397471138,0.0,171.0,0.0,0.0,0.0,0.0,32024.0,17.60527762506872,0.0,913.0
Missouri -> North Carolina,52275.0,8.980415736127814,0.0,1040.0,2045.0,0.35131420718089673,0.0,271.0,18299.0,3.143617935062704,0.0,1040.0,7493.0,1.287235870125408,0.0,221.0,55.0,0.009448548359388421,0.0,26.0,24383.0,4.188799175399416,0.0,376.0
Minnesota -> Massachusetts,52100.0,17.308970099667775,0.0,857.0,5095.0,1.6926910299003322,0.0,857.0,11237.0,3.7332225913621264,0.0,553.0,22196.0,7.374086378737542,0.0,331.0,20.0,0.006644518272425249,0.0,20.0,13552.0,4.502325581395349,0.0,459.0
North Carolina -> Indiana,51844.0,10.652147113211424,0.0,914.0,2524.0,0.518594616807068,0.0,227.0,14491.0,2.9773988083008014,0.0,825.0,6396.0,1.3141565646188618,0.0,103.0,160.0,0.03287446065337991,0.0,66.0,28273.0,5.809122662831313,0.0,662.0
New Jersey -> Arizona,51741.0,20.26674500587544,0.0,964.0,2014.0,0.7888758323540932,0.0,406.0,12871.0,5.041519780650216,0.0,962.0,11703.0,4.584018801410106,0.0,167.0,0.0,0.0,0.0,0.0,25153.0,9.852330591461026,0.0,441.0
Nevada -> Nevada,51474.0,6.998504418762747,0.0,342.0,1849.0,0.251393609789259,0.0,250.0,13659.0,1.8571040108769545,0.0,264.0,7615.0,1.035350101971448,0.0,250.0,22.0,0.002991162474507138,0.0,22.0,28329.0,3.8516655336505776,0.0,339.0
